file,kernel,warmth,metric,value,unit
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Warps/cyc active,56.51,warp
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Warps launched,"230,400",warp
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Act Thr/Warp,32,
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Warp Cyc/Inst,23.62,cycle
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Elig Warps/Sched,2.01,warp
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,No Eligible [%],39.43,%
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Coal ld [%],88.52,%
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Coal st [%],100,%
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Sec/req ld,7.11,sector
vt_profiles-r02b05/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Sec/req st,8,sector
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Total duration [us],"3,161.70",
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP16 FLOPs,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP32 FLOPs,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP64 FLOPs,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Total FLOPs,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP16 GFLOP/s,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP32 GFLOP/s,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP64 GFLOP/s,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Total GFLOP/s,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,DRAM rd [GB],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,DRAM wr [GB],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,DRAM total [GB],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,DRAM rd BW [GB/s],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,DRAM wr BW [GB/s],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,DRAM total BW [GB/s],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Global ld insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Global st insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Shared ld insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Shared st insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Total insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Int insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP16 insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP32 insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,FP64 insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Conv insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,cold,Warps launched,"15,461,000",
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Total duration [us],"3,175.74",
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP16 FLOPs,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP32 FLOPs,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP64 FLOPs,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Total FLOPs,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP16 GFLOP/s,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP32 GFLOP/s,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP64 GFLOP/s,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Total GFLOP/s,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,DRAM rd [GB],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,DRAM wr [GB],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,DRAM total [GB],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,DRAM rd BW [GB/s],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,DRAM wr BW [GB/s],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,DRAM total BW [GB/s],0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Global ld insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Global st insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Shared ld insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Shared st insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Total insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Int insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP16 insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP32 insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,FP64 insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Conv insns,0,
vt_profiles-r02b06/vt.fp16.ncu-rep,AGGREGATE,warm,Warps launched,"15,461,000",
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Exec insns,"204,595,200",inst
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Total insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Global ld insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Global st insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Shared ld insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Shared st insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Int insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,FP16 insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,FP32 insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,FP64 insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Conv insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Mem insns (thr),n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,HFMA,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,HMUL,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,HADD,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,FFMA,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,FMUL,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,FADD,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,DFMA,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,DMUL,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,DADD,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,DRAM total,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,DRAM rd,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,DRAM wr,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L2 hit bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L2 miss bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L2 hit sectors,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L2 miss sectors,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L1 hit bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L1 miss bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L2 global ld bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L2 global st bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Comp thru [%],76.93,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Mem thru,1.12,Tbyte/s
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,DRAM thru [%],27.79,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Duration,375.23,us
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L2 hit [%],64.93,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,L1 hit [%],25.21,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Mem Busy [%],38.25,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,SM Busy [%],77.46,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Regs/thr,32,register/thread
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Shmem static,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Shmem dynamic,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Occ [%],91.09,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Theo Occ [%],100,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Block Size,256,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Grid Size,"115,200",
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Waves/SM,109.09,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Warps active,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Warps/cyc active,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Warps launched,"921,600",warp
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Act Thr/Warp,32,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Warp Cyc/Inst,18.76,cycle
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Elig Warps/Sched,7.43,warp
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,No Eligible [%],22.53,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Coal ld [%],78.20,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Coal st [%],100,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Sec/req ld,2.78,sector
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Sec/req st,2.00,sector
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Exec insns,"204,595,200",inst
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Total insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Global ld insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Global st insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Shared ld insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Shared st insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Int insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,FP16 insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,FP32 insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,FP64 insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Conv insns,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Mem insns (thr),n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,HFMA,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,HMUL,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,HADD,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,FFMA,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,FMUL,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,FADD,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,DFMA,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,DMUL,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,DADD,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,DRAM total,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,DRAM rd,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,DRAM wr,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L2 hit bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L2 miss bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L2 hit sectors,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L2 miss sectors,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L1 hit bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L1 miss bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L2 global ld bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L2 global st bytes,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Comp thru [%],76.68,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Mem thru,1.13,Tbyte/s
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,DRAM thru [%],28.12,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Duration,376.29,us
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L2 hit [%],64.30,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,L1 hit [%],25.21,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Mem Busy [%],38.41,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,SM Busy [%],77.23,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Regs/thr,32,register/thread
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Shmem static,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Shmem dynamic,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Occ [%],91.15,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Theo Occ [%],100,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Block Size,256,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Grid Size,"115,200",
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Waves/SM,109.09,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Warps active,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Warps/cyc active,n/a,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Warps launched,"921,600",warp
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Act Thr/Warp,32,
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Warp Cyc/Inst,18.82,cycle
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Elig Warps/Sched,7.47,warp
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,No Eligible [%],22.80,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Coal ld [%],78.20,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Coal st [%],100,%
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Sec/req ld,2.78,sector
vt_profiles-r02b06/vt.fp16.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,warm,Sec/req st,2.00,sector
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Total duration [us],"3,416.63",
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP16 FLOPs,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP32 FLOPs,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP64 FLOPs,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Total FLOPs,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP16 GFLOP/s,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP32 GFLOP/s,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP64 GFLOP/s,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Total GFLOP/s,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,DRAM rd [GB],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,DRAM wr [GB],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,DRAM total [GB],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,DRAM rd BW [GB/s],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,DRAM wr BW [GB/s],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,DRAM total BW [GB/s],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Global ld insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Global st insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Shared ld insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Shared st insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Total insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Int insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP16 insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP32 insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,FP64 insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Conv insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,cold,Warps launched,"15,475,400",
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Total duration [us],"3,429.73",
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP16 FLOPs,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP32 FLOPs,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP64 FLOPs,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Total FLOPs,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP16 GFLOP/s,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP32 GFLOP/s,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP64 GFLOP/s,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Total GFLOP/s,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,DRAM rd [GB],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,DRAM wr [GB],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,DRAM total [GB],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,DRAM rd BW [GB/s],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,DRAM wr BW [GB/s],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,DRAM total BW [GB/s],0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Global ld insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Global st insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Shared ld insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Shared st insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Total insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Int insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP16 insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP32 insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,FP64 insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Conv insns,0,
vt_profiles-r02b06/vt.fp32.ncu-rep,AGGREGATE,warm,Warps launched,"15,475,400",
vt_profiles-r02b06/vt.fp32.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Exec insns,"185,241,600",inst
vt_profiles-r02b06/vt.fp32.ncu-rep,DOMINANT:ss_body_0_map_0_0_139_2_7,cold,Total insns,n/a,
